MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU482009101247,마산소방서,석전119안전센터,띵까띵까,단란주점,20230411152601,20230411,152601,2023,04,11,,,19980826,20230207,경상남도 창원시 마산회원구 양덕동 ,양덕북12길,,,,,,2,,양식(옥),철근콘크리트조,,Y
MU482009101911,마산소방서,석전119안전센터,꿈돌이노래연습장,노래연습장업,20230411152743,20230411,152743,2023,04,11,,,19930921,,경상남도 창원시 마산회원구 석전동 ,북성로,효원주산학원,석고보드. 콘크리트 등,,방염도료 등,,자허,,양식(옥),철골철근콘크리트조,,Y
MU482009101511,마산소방서,구암119안전센터,최 고,유흥주점,20230704092612,20230704,092612,2023,07,04,,,20090618,,경상남도 창원시 마산회원구 합성동 ,합성서9길,최고노래방,,,,,2/1,,양식(옥),철근콘크리트조,,Y
MU482009101595,마산소방서,구암119안전센터,분수 노래연습장,노래연습장업,20230512113307,20230512,113307,2023,05,12,,,19960612,20200306,경상남도 창원시 마산회원구 합성동 ,합성남8길,,,,,,1/2,영자노래방 - 영자노래방동,양식(옥),철근콘크리트조,,Y
MU482009101678,마산소방서,남성119안전센터,부엉이술마시는노래방,유흥주점,20230704092232,20230704,092232,2023,07,04,위락시설,,20090604,,경상남도 창원시 마산합포구 상남동 ,북성로,북마산주차장,석고보드,,,,3/1,빙그레회관 - 빙그레회관동,양식(옥),철근콘크리트조,,Y
MU482009101688,거창소방서,대평119안전센터,애우전문점 거창축협한우팰리스,일반음식점,20230412152006,20230412,152006,2023,04,12,근린생활시설,20130327,20130329,20140521,경상남도 거창군 거창읍 김천리,거함대로,애우전문점 거창축협한우팰리스,석고보드,677.0,목재,111.0,지하0/지상2,한우팰리스 - 거창축협애우애도니동,양식(옥),철근콘크리트조,,Y
MU482009101825,창녕소방서,부곡119안전센터,리베라 노래빠,유흥주점,20231010130315,20231010,130315,2023,10,10,근린생활시설,20070601,20070611,,경상남도 창녕군 부곡면 거문리,온천1길,동신상가,석고보드,0.0,MDF.합판,0.0,3/2,동신상가(리베라모텔) - 동신상가(리베라모텔)동,양식(옥),철근콘크리트조,,Y
MU482009103028,마산소방서,구암119안전센터,하노이 노래주점,유흥주점,20230704092450,20230704,092450,2023,07,04,근린생활시설,,20070701,20181102,경상남도 창원시 마산회원구 합성동 ,합성옛길,로즈버드,,,,,/1,우정빌딩(한양장여관) - 우정빌딩(한양장여관)동,양식(옥),철근콘크리트조,,Y
MU482009104038,양산소방서,중앙119안전센터,비너스,유흥주점,20230821171954,20230821,171954,2023,08,21,근린생활시설,20070630,20070630,20170617,경상남도 양산시 북부동 ,,,,,석고보드,,1/5,월드장여관 - 월드장여관동,양식(옥),철근콘크리트조,,Y
MU482009104055,마산소방서,중앙119안전센터,필노래주점,유흥주점,20231106104301,20231106,104301,2023,11,06,,,20070504,,경상남도 창원시 마산합포구 오동동 ,문화의길,,불연화,,방염페인트,,1/3,,양식(옥),철근콘크리트조,,Y
MU482009103037,마산소방서,구암119안전센터,인하 노래주점,유흥주점,20230411152650,20230411,152650,2023,04,11,,,20010724,20131211,경상남도 창원시 마산회원구 합성동 ,합성옛길,주택,석고보드,,,,/1,,양식(옥),철근콘크리트조,,Y
MU482009103040,마산소방서,구암119안전센터,딸기,유흥주점,20230411152726,20230411,152726,2023,04,11,,,20061005,,경상남도 창원시 마산회원구 합성동 ,합성옛길,주택,불연화,,MDF(후처리).방염카페트(선처리),,3/1,몽노래주점 - 몽노래주점동,양식(옥),철근콘크리트조,,Y
MU482009102946,거제소방서,거제119안전센터,벤츠노래타운,단란주점,20231124151909,20231124,151909,2023,11,24,근린생활시설,20090602,20171128,20231120,경상남도 거제시 거제면 서상리,읍내로,,석고보드. 핸드코트,203.0,도료,19.0,0/3,,양식(옥),철근콘크리트조,,Y
MU282011117942,검단소방서,마전119안전센터,폭스노래클럽 구)쭌코노래타운,유흥주점,20230726112239,20230726,112239,2023,07,26,근린생활시설,,20070305,20230719,인천광역시 서구 마전동 ,완정로,중앙빌딩,,,,,9,중앙빌딩(중앙프라자) - 중앙빌딩(중앙프라자)동,양식(옥),철근콘크리트조,,Y
MU282011114387,서부소방서,연희119안전센터,하늘빛라이브,단란주점,20231107182712,20231107,182712,2023,11,07,근린생활시설,20090707,20090707,20231106,인천광역시 서구 심곡동 ,서곶로301번길,,,,합판MDF 필름,27.0,7,진수빌딩(23) - 진수빌딩동,양식(옥),철근콘크리트조,,Y
MU282011116802,검단소방서,마전119안전센터,골드캐슬,일반음식점,20230217065051,20230217,065051,2023,02,17,근린생활시설,20070618,20070625,20181113,인천광역시 서구 마전동 ,완정로,포에스 프라자,석고보드.유리,238.0,합판,61.0,2/6,포에스프라자 - 포에스프라자동,양식(옥),철근콘크리트조,,Y
MU282011118922,검단소방서,검단119안전센터,월드컵노래연습장,노래연습장업,20230217070639,20230217,070639,2023,02,17,,,20060407,20180419,인천광역시 서구 왕길동 ,검단로459번길,삼화프라자,석고보드. ALC블럭. 유리,760.0, 합판(MDF),224.0,1/6,삼화프라자 - 1동,양식(옥),철근콘크리트조,,Y
MU282011115602,검단소방서,마전119안전센터,베트남별밤노래연습장,노래연습장업,20230726112046,20230726,112046,2023,07,26,복합건축물,,20040812,20230522,인천광역시 서구 마전동 ,검단로,이지준프라자,,,,,1/6,이지준프라자 - 1동,양식(옥),철근콘크리트조,,Y
MU282011115642,검단소방서,마전119안전센터,신나는세상노래연습장,노래연습장업,20230217065038,20230217,065038,2023,02,17,근린생활시설,20011211,20011212,20160310,인천광역시 서구 마전동 ,완정로,검단무광프라자,회,,도료,,1/7,무광프라자 - 1동,양식(옥),철근콘크리트조,,Y
MU482009103630,함양소방서,함양119안전센터,벤츠가요주점,유흥주점,20230712111003,20230712,111003,2023,07,12,위락시설,20190611,20070612,20230712,경상남도 함양군 함양읍 용평리,고운로,부흥상가,콘크리트. 석고보드. 핸디코드. 타일. 철재,301.0,방염필름,38.0,3,나폴리피자건물 - 나폴리피자건물동,양식(옥),철근콘크리트조,,Y
MU482009103880,통영소방서,무전119안전센터,일등가라오케,유흥주점,20230602173404,20230602,173404,2023,06,02,근린생활시설,20110401,20110412,20180504,경상남도 통영시 정량동 ,정동3길,,,,목재(도료),92.0,4,페이스가요주점 - 페이스가요주점동,양식(옥),철근콘크리트조,,Y
MU482009103638,함양소방서,함양119안전센터,창랑가요주점,유흥주점,20230411101348,20230411,101348,2023,04,11,위락시설,,20070530,20230406,경상남도 함양군 함양읍 용평리,용평1길,창랑가요주점,석고보드,245.0,도료,70.0,3,창랑 - 창랑동,양식(옥),철근콘크리트조,,Y
MU482009103887,거제소방서,옥포119안전센터,돈텔마마,유흥주점,20231101111317,20231101,111317,2023,11,01,복합건축물,20060210,20060227,20131226,경상남도 거제시 옥포동 ,거제대로,,확인불가,,,,2/9,성평리빙타운 - 성평리빙타운동,양식(옥),철근콘크리트조,,Y
MU482009103897,거제소방서,옥포119안전센터,힐링노래주점,유흥주점,20230526100447,20230526,100447,2023,05,26,근린생활시설,20070808,20070808,20141219,경상남도 거제시 옥포동 ,거제대로,,확인불가,,,,1/6,아주렌트카건물(구.케논호프) - 케논호프(금강빌딩)동,양식(옥),철근콘크리트조,,Y
MU282011113866,미추홀소방서,신기119안전센터,짝꿍 노래연습장,노래연습장업,20230922094250,20230922,094250,2023,09,22,,,20070130,20230922,인천광역시 미추홀구 주안동 ,인하로,,,,,,1/3,,양식(옥),철근콘크리트조,,Y
MU282011121530,미추홀소방서,주안119안전센터,알라딘 노래연습장,노래연습장업,20231122173711,20231122,173711,2023,11,22,근린생활시설,,20010714,20230803,인천광역시 미추홀구 주안동 ,미추홀대로,,,,,,4,FM노래방 - 1동,양식(옥),철근콘크리트조,,Y
MU282011117822,검단소방서,마전119안전센터,엘르(ELLE),유흥주점,20230217065522,20230217,065522,2023,02,17,복합건축물,,20000117,20210402,인천광역시 서구 마전동 ,완정로,정수빌딩,,,,,1/4,정수빌딩 - 1동,양식(옥),철근콘크리트조,,Y
MU482009100890,밀양소방서,산동119안전센터,천황산노래연습장,노래연습장업,20230221140644,20230221,140644,2023,02,21,근린생활시설,20120918,20120926,20230220,경상남도 밀양시 단장면 구천리,시전2길,,석고보드 콘크리트,508.0,합판 필름,39.0,2/1,,양식(옥),철근콘크리트조,,Y
MU262009103076,남부소방서,망미119안전센터,신세계 원탁 가라오케,단란주점,20230605163639,20230605,163639,2023,06,05,,,20120518,20160628,부산광역시 수영구 수영동 ,수영로725번길,,석고. 타일 등,,,,1/5,,양식(옥),철근콘크리트조,,Y
MU262009103382,남부소방서,용당119안전센터,불타는 트롯,단란주점,20230619152503,20230619,152503,2023,06,19,근린생활시설,,20031022,20150319,부산광역시 남구 용호동 ,용호로,,,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU262009103356,남부소방서,감만119안전센터,내 힐링,단란주점,20231105071734,20231105,071734,2023,11,05,,,20090405,20160201,부산광역시 남구 대연동 ,석포로,,,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU262009103486,사하소방서,하단119안전센터,도아스테이(구.부성고시텔),고시원업,20231030135424,20231030,135424,2023,10,30,,20080124,20080125,20230809,부산광역시 사하구 하단동 ,승학로3번길,,석고.타일.유리 등,2884.0,합판(방염필름),310.0,0/5,,양식(옥),철근콘크리트조,,Y
MU262009101013,동래소방서,연산119안전센터,욜로 노래방,유흥주점,20230530102438,20230530,102438,2023,05,30,위락시설,20030531,20030530,,부산광역시 연제구 연산동 ,고분로,,,,,,1/5,지은빌딩(구추연빌딩) - 1동,양식(옥),철근콘크리트조,,Y
MU262009101016,동래소방서,양정119안전센터,캉캉노래연습장,노래연습장업,20230413103459,20230413,103459,2023,04,13,근린생활시설,,20011126,,부산광역시 부산진구 양정동 ,,,,,,,1/6,동남사옥빌딩(동남산업) - 동남사옥빌딩(동남산업)동,양식(옥),철근콘크리트조,,Y
MU262009105886,사하소방서,다대119안전센터,은하수 노래연습장,노래연습장업,20230925135828,20230925,135828,2023,09,25,근린생활시설,20040506,20040507,20170918,부산광역시 사하구 다대동 ,다송로72번길,,벽체.천장.방염화 필름 사용함,,합판. MDF,179.0,1/3,,양식(옥),철근콘크리트조,,Y
MU262009105080,중부소방서,창선119안전센터,로마노래주점,유흥주점,20231103130712,20231103,130712,2023,11,03,근린생활시설,,20090414,20231030,부산광역시 중구 부평동1가 ,광복로12번길,,,,,,1/4,,양식(옥),철근콘크리트조,,Y
MU262009103772,사하소방서,하단119안전센터,에스,유흥주점,20230904130556,20230904,130556,2023,09,04,,20060124,20060202,20230420,부산광역시 사하구 하단동 ,낙동대로485번길,태란빌딩,석고.석재.유리,381.0,MDF,21.0,2/7,,양식(옥),철근콘크리트조,,Y
MU262009100847,동래소방서,연산119안전센터,컵 노래연습장,노래연습장업,20230413102908,20230413,102908,2023,04,13,근린생활시설,20081112,20130308,20180712,부산광역시 연제구 연산동 ,배산로,,,,,,지하,,양식(옥),철근콘크리트조,,Y
MU262009105984,중부소방서,중앙119안전센터,캡틴,단란주점,20230414111212,20230414,111212,2023,04,14,,,20090417,,부산광역시 중구 광복동1가 ,광복로85번길,,,,,,2,,양식(옥),철근콘크리트조,,Y
MU262009101039,동래소방서,연산119안전센터,선샤인,단란주점,20230424154556,20230424,154556,2023,04,24,근린생활시설,20050725,20050726,20170425,부산광역시 연제구 연산동 ,연안로,,석고보드등,213.0,MDF,213.0,1/4,설근기건물(구연산왕갈비) - 설근기건물(구연산왕갈비)동,양식(옥),철근콘크리트조,,Y
MU262009101041,동래소방서,연산119안전센터,욜로 노래연습장,노래연습장업,20230609134441,20230609,134441,2023,06,09,근린생활시설,20030530,20030531,20191119,부산광역시 연제구 연산동 ,고분로,,,,방염처리됨,,1/5,지은빌딩(구추연빌딩) - 1동,양식(옥),기타 조,,Y
MU262009101329,동래소방서,사직119안전센터,401홀덤펍,일반음식점,20230413100617,20230413,100617,2023,04,13,근린생활시설,20061211,20061211,,부산광역시 동래구 사직동 ,사직1길,,석고. 타일,371.0,합판,68.0,3/0,영빈빌딩 - 영빈빌딩동,양식(옥),철근콘크리트조,,Y
MU262009102622,동래소방서,수안119안전센터,백조노래연습장,노래연습장업,20230413100512,20230413,100512,2023,04,13,근린생활시설,0,20160623,,부산광역시 동래구 명장동 ,명장로20번길,,,,합판(방염도료),42.0,1/2,,양식(옥),철근콘크리트조,,Y
MU262009101865,동래소방서,수안119안전센터,첼로,일반음식점,20230413102037,20230413,102037,2023,04,13,근린생활시설,0,20060627,20141129,부산광역시 연제구 거제동 ,법원북로,,석고.콘크리트.타일,537.0,,,2/7,,양식(옥),철근콘크리트조,,Y
MU262009103393,남부소방서,용당119안전센터,여왕벌,유흥주점,20230912174003,20230912,174003,2023,09,12,,20010706,20010709,20191017,부산광역시 남구 용호동 ,용호로,,,,없음,,1/3,,양식(옥),철근콘크리트조,,Y
MU262009103051,동래소방서,온천119안전센터,호랑나비노래방,단란주점,20230717152654,20230717,152654,2023,07,17,위락시설,20081117,20081117,20140312,부산광역시 동래구 온천동 ,온천장로,행복가득한국수,,,,,1/3,금융중화요리 - 금융중화요리동,양식(옥),철근콘크리트조,,Y
MU262009102945,동래소방서,온천119안전센터,썬,단란주점,20230828152529,20230828,152529,2023,08,28,위락시설,19990109,19990109,,부산광역시 동래구 온천동 ,온천장로107번길,,,,,,4/1,동진장여관 - 1동동,양식(옥),철근콘크리트조,,Y
MU482009100373,밀양소방서,가곡119안전센터,한길다방,휴게음식점,20230126104000,20230126,104000,2023,01,26,근린생활시설,20070528,20070528,,경상남도 밀양시 가곡동 ,가곡7길,,없음,0.0,없음,0.0,1/3,한길다방 - 한길다방동,양식(옥),철근콘크리트조,,Y
MU482009100804,거창소방서,위천119안전센터,수승노래연습장,노래연습장업,20230324075456,20230324,075456,2023,03,24,복합건축물,19971224,20171212,20230321,경상남도 거창군 위천면 황산리,송계로,수승대모텔,알수없음,0.0,합판,78.0,1/4,수승대모텔 - 수승대모텔동,양식(옥),철근콘크리트조,,Y
